height,weight
169.88,52.82
181.26,62.98
167.80,52.64
169.29,52.43
171.02,52.92
173.24,62.81
176.78,49.16
171.47,60.55
172.73,58.03
176.57,58.29
172.73,52.30
171.69,56.63
177.27,61.83
183.81,55.23
173.06,57.48
172.31,54.34
174.95,64.45
167.74,58.88
167.17,59.42
175.84,58.37
164.40,50.71
173.95,59.97
173.43,60.83
166.39,57.84
169.50,51.89
175.77,62.58
181.47,63.58
178.03,57.04
176.97,60.90
182.08,61.91
180.59,55.96
171.84,59.05
178.84,67.88
173.57,52.35
164.40,49.68
164.09,49.32
169.99,50.91
173.90,58.90
170.68,61.97
172.18,50.37
169.36,54.05
171.16,54.42
172.72,56.21
165.80,53.38
175.62,64.40
171.35,55.42
174.94,52.42
172.78,61.87
178.66,54.63
172.86,54.93
169.24,60.52
168.24,57.78
179.54,63.02
172.53,63.60
172.68,56.33
172.31,62.05
180.02,62.05
174.43,58.89
166.71,51.47
170.14,57.81
176.27,53.44
172.66,57.64
175.32,56.10
165.26,54.93
174.43,53.70
171.63,52.28
169.85,59.46
168.73,49.98
173.79,58.53
177.38,63.82
168.62,54.86
176.99,60.90
167.90,52.66
167.20,53.36
174.53,57.28
181.32,62.11
177.12,68.94
173.67,58.26
165.24,51.63
163.53,48.00
175.83,60.84
169.36,60.00
175.66,60.87
171.53,66.54
179.61,59.47
175.43,60.23
168.57,63.63
177.15,65.61
177.09,58.56
170.19,62.53
173.73,56.89
166.93,58.65
178.85,58.65
167.85,47.65
168.51,56.75
165.74,58.09
171.54,55.87
173.25,50.22
171.24,51.85
177.36,62.17
168.41,57.02
175.42,63.80
176.90,59.46
179.72,63.47
171.49,62.90
171.47,53.17
170.95,49.83
172.13,58.62
178.13,61.23
168.35,48.99
184.10,66.28
170.01,57.83
170.80,60.48
176.02,56.55
182.08,55.91
177.02,56.70
173.30,52.78
179.76,56.43
176.88,60.18
171.51,56.27
178.48,62.34
171.01,50.84
167.20,53.42
170.89,48.53
173.93,57.92
168.06,54.17
180.66,58.78
171.48,57.20
172.68,54.67
179.74,66.70
173.07,56.09
177.07,56.58
175.97,58.55
172.01,60.35
181.25,61.15
165.13,52.30
169.09,51.74
168.18,57.28
173.80,55.05
173.38,62.21
182.02,58.96
179.67,67.65
174.79,59.71
172.23,56.41
170.89,56.21
190.89,66.58
178.27,61.53
178.08,55.00
171.59,59.50
165.60,61.21
180.59,64.00
161.09,48.21
177.48,63.49
170.88,63.42
168.12,56.55
166.92,61.12
172.96,61.65
175.57,60.52
176.40,51.74
170.43,65.43
174.01,57.79
173.08,51.88
169.00,53.90
170.96,53.84
168.82,51.84
173.31,53.06
177.96,63.13
175.94,64.22
178.19,53.14
167.84,62.02
175.15,59.30
169.59,56.36
177.32,63.90
172.55,56.77
176.40,68.58
180.70,53.53
169.79,51.84
172.10,53.72
179.91,58.49
175.81,57.35
173.24,60.27
171.00,60.25
171.36,59.13
171.98,50.03
174.21,59.62
178.26,64.72
177.42,62.07
174.81,64.30
174.20,56.07
168.08,55.17
173.47,51.09
167.68,54.82
178.89,56.40
167.51,56.73
170.90,54.90
178.40,63.50
168.59,61.84
166.93,56.29
184.63,68.01
166.44,48.83
174.54,58.38
176.13,60.35
171.15,56.97
172.85,59.29
177.46,68.67
163.87,52.08
175.78,63.24
172.68,57.88
178.18,63.13
179.07,59.30
169.84,61.13
174.37,47.43
172.50,51.39
175.88,52.71
163.78,49.63
181.98,57.50
177.92,66.54
173.03,57.44
165.69,55.42
173.41,57.93
168.09,56.58
167.21,55.73
166.70,48.67
180.16,50.58
176.00,59.17
177.59,60.14
184.74,57.05
173.86,51.23
168.89,55.78
183.43,55.58
176.62,63.04
164.59,55.52
171.15,57.49
171.84,59.66
177.83,65.54
167.79,60.40
165.63,49.74
173.72,60.23
162.54,56.02
178.61,54.37
178.19,55.78
172.76,55.61
172.87,57.00
170.14,53.11
174.77,64.68
178.56,51.89
166.83,50.36
175.96,64.19
182.09,57.34
170.61,67.17
175.88,60.11
174.59,57.45
175.28,56.84
174.48,58.95
174.09,55.84
171.92,58.88
176.80,62.82
175.04,59.21
168.08,51.36
171.35,63.28
185.00,67.41
162.61,41.19
172.79,56.06
174.03,60.02
180.05,59.48
165.86,52.78
167.04,49.43
166.27,58.59
167.62,51.93
166.57,61.67
177.05,65.50
168.14,48.91
173.31,55.30
167.59,55.87
181.02,60.53
182.92,72.15
175.09,67.40
171.11,54.49
178.11,49.97
174.88,62.34
171.76,60.01
170.53,61.80
178.79,62.18
174.45,61.09
169.99,53.84
177.48,65.25
172.57,58.22
173.98,57.07
176.42,54.85
172.03,56.80
177.43,64.05
169.24,63.94
168.56,52.94
173.30,59.42
173.75,60.97
173.85,60.31
180.19,62.39
176.93,59.00
165.27,49.64
182.41,64.72
167.45,46.03
168.96,50.90
179.14,59.38
168.28,59.36
164.41,50.53
162.05,50.21
166.07,57.74
166.56,48.79
169.10,52.15
170.91,50.79
168.00,58.02
167.94,54.12
171.91,56.44
174.62,57.09
169.14,50.46
165.15,57.86
175.98,56.54
170.67,55.71
177.33,53.32
169.05,54.69
168.01,54.96
177.62,66.41
169.42,57.08
171.91,58.05
172.41,58.68
171.84,55.05
180.78,71.56
175.31,57.94
179.28,57.60
180.08,63.79
174.04,63.49
169.21,60.15
167.82,52.55
173.11,54.94
185.16,66.83
177.55,62.91
168.92,54.75
175.95,57.00
179.16,61.33
165.42,48.75
178.67,55.71
175.59,59.67
165.64,49.98
170.40,45.41
164.23,48.28
168.35,54.91
181.11,59.14
169.96,60.08
179.94,60.07
169.31,53.38
163.94,42.72
168.76,56.71
169.18,56.79
168.63,53.21
169.81,59.26
174.01,58.13
161.16,53.64
171.57,58.65
166.15,52.88
169.97,66.52
171.70,54.46
170.32,61.73
172.72,58.97
178.66,61.08
175.52,57.20
173.04,64.63
171.58,54.94
174.71,50.37
169.23,59.08
172.43,62.89
172.09,56.67
173.55,64.16
180.47,67.85
173.02,53.74
168.76,54.10
181.50,61.11
174.26,60.32
179.90,66.72
174.98,53.31
170.57,55.65
174.66,56.98
179.15,64.89
168.86,57.63
172.57,51.52
174.74,59.31
177.69,58.67
177.79,71.40
169.05,56.84
165.48,47.73
178.82,59.09
173.53,68.88
166.65,65.21
179.42,61.70
165.31,53.19
163.37,51.90
167.77,52.14
171.09,55.20
178.15,68.04
171.44,55.34
170.47,52.36
170.89,60.39
169.05,64.07
173.07,59.25
174.09,64.85
174.06,62.53
179.76,54.79
169.49,47.36
168.42,54.50
168.06,52.89
166.44,57.81
180.38,58.33
162.75,59.85
170.38,61.72
169.98,51.75
162.36,53.35
169.59,55.16
170.97,53.21
170.04,62.39
177.74,60.35
168.70,51.71
176.43,62.01
168.84,56.82
171.96,55.04
174.26,55.88
169.73,48.83
168.44,53.08
175.54,57.22
167.50,52.24
177.45,65.12
163.97,51.30
166.53,59.69
165.30,57.00
168.41,52.50
174.33,62.99
171.18,55.15
169.50,63.93
166.57,57.97
172.66,59.86
159.02,58.78
168.31,58.63
166.77,53.81
168.45,47.89
165.48,56.55
170.35,64.24
172.91,55.73
174.58,53.59
168.93,55.78
181.24,56.66
171.12,53.47
168.99,60.89
171.31,60.06
176.22,56.01
173.93,61.94
169.72,59.09
174.31,55.26
179.21,56.57
165.78,50.14
166.00,49.33
166.72,58.76
176.71,63.53
168.70,62.43
173.37,63.72
179.69,61.86
173.63,54.83
176.89,64.12
166.00,62.14
182.69,70.91
178.14,62.16
165.52,55.05
176.05,55.29
168.49,59.48
174.38,57.78
178.50,61.30
171.65,58.39
175.76,61.04
176.84,58.87
167.30,57.94
177.61,60.98
173.79,62.77
171.74,65.77
173.05,51.55
164.51,53.76
165.95,58.78
171.82,60.48
175.42,63.37
170.63,53.12
166.87,52.99
174.18,63.94
168.51,62.62
159.47,54.29
165.82,51.00
177.63,63.30
165.68,59.17
181.80,64.45
175.54,60.80
174.85,56.02
168.65,53.97
169.41,60.70
164.98,52.38
176.54,61.27
176.37,52.53
170.36,54.95
179.07,60.86
175.74,64.79
171.41,54.29
171.22,56.55
176.37,57.96
162.95,50.84
175.62,62.21
174.99,54.41
164.98,42.33
168.71,62.08
171.26,56.44
166.72,57.23
178.23,58.13
168.24,59.20
168.89,62.70
165.22,52.88
170.39,53.51
163.42,58.08
163.09,51.26
169.91,51.25
167.11,57.49
174.86,59.52
180.59,64.92
162.28,55.72
173.63,61.96
176.47,63.58
175.33,62.86
178.56,61.36
179.95,61.33
182.54,65.53
176.72,63.35
180.06,61.88
172.58,56.07
171.97,57.94
174.23,67.47
169.96,58.40
173.57,56.87
164.24,63.62
167.77,52.39
178.42,59.21
171.12,53.91
177.69,58.02
179.44,69.32
179.27,57.82
174.91,61.07
174.61,55.06
170.62,58.12
167.08,48.61
171.51,61.73
170.39,67.57
171.94,58.72
164.19,47.95
176.18,51.60
175.81,64.72
171.10,53.98
166.72,53.39
174.66,57.47
173.16,56.60
167.22,47.04
176.04,59.02
179.84,56.09
169.14,62.31
164.27,47.54
182.73,58.56
171.82,54.57
174.58,57.46
170.07,57.61
184.32,58.91
171.12,62.02
177.87,61.60
169.01,50.24
172.08,51.49
171.65,65.55
168.98,60.63
175.65,68.91
175.75,55.63
169.17,53.57
170.36,48.11
176.71,67.30
175.84,45.96
175.94,62.29
171.62,55.77
175.52,64.52
174.10,57.70
179.99,68.53
172.69,56.43
180.44,57.60
169.44,63.54
167.07,51.51
169.66,52.66
167.47,49.63
172.02,59.74
169.48,50.90
169.38,52.29
170.83,54.35
179.15,58.08
177.14,58.29
174.64,52.23
171.74,61.91
183.22,62.42
172.49,57.36
168.12,56.77
182.16,65.43
179.54,62.43
182.57,64.81
172.11,59.72
170.41,55.35
169.67,47.97
161.45,53.82
168.90,63.11
174.00,56.30
169.77,52.87
179.43,60.89
167.68,53.32
171.06,57.48
170.84,54.81
179.89,63.58
173.57,46.43
176.22,60.05
164.49,54.20
174.50,57.04
176.51,56.87
172.94,55.50
168.59,61.10
169.56,55.04
176.89,55.87
177.24,60.29
176.51,53.89
167.25,45.81
179.61,64.87
173.94,57.41
176.21,63.94
179.13,61.23
174.52,58.39
171.77,49.54
173.58,62.31
173.31,63.03
172.50,59.83
178.62,61.82
168.65,58.23
168.95,60.92
176.82,55.53
171.79,63.46
180.50,63.38
179.38,57.73
187.95,64.73
171.36,57.00
167.42,45.86
166.64,52.55
176.53,57.41
176.37,60.50
175.28,52.62
174.21,56.23
170.08,53.78
164.00,61.37
176.50,60.06
166.77,66.13
169.67,50.79
175.10,61.60
175.02,54.78
173.99,60.12
172.79,61.19
175.80,61.09
173.96,64.23
174.78,68.59
170.30,60.77
174.98,63.11
174.64,60.03
183.72,65.01
168.94,55.21
169.47,55.69
170.70,53.69
178.29,59.76
166.41,55.53
174.85,51.45
170.07,58.89
172.82,56.15
180.37,54.32
175.62,56.60
174.91,59.64
164.14,49.51
173.86,50.27
174.81,55.04
168.70,57.87
174.91,66.85
167.08,67.36
162.11,49.39
172.66,54.18
173.71,56.05
169.03,56.55
180.80,65.23
167.73,61.61
168.13,57.58
167.31,55.11
174.37,58.42
174.75,61.36
168.65,55.75
172.94,54.38
173.23,54.45
164.21,56.54
176.04,60.57
172.45,53.55
168.24,59.73
169.78,51.48
174.68,59.40
174.71,63.88
178.56,58.06
171.92,56.52
176.70,59.74
176.19,56.45
168.83,51.01
181.29,66.34
173.04,57.37
176.51,62.06
165.30,53.54
168.33,65.52
178.47,70.19
171.12,52.98
173.70,63.71
174.46,52.83
169.34,61.89
180.73,59.43
162.21,51.62
175.90,61.00
170.70,48.76
170.04,48.45
172.71,66.43
170.49,52.08
177.48,59.35
171.08,57.81
181.70,65.74
190.79,69.74
171.73,60.53
163.15,57.85
166.41,57.30
160.51,41.08
174.49,49.80
168.21,46.14
176.40,51.80
179.66,56.69
178.24,71.25
164.55,50.68
162.34,46.44
172.78,58.89
179.03,70.84
173.52,55.59
174.32,56.94
173.03,57.17
171.22,70.33
175.19,64.73
